doc_id,words,sentences,cluster_id,tokens
['nw/wsj/23/wsj_2326'],"['To', 'make', 'its', 'point', ',', 'it', 'is', 'challenging', 'the', 'Italian', 'government', 'to', 'explain', 'reports', 'that', 'Olivetti', 'may', 'have', 'supplied', 'the', 'Soviet', 'Union', 'with', 'sophisticated', 'computer', '-', 'driven', 'devices', 'that', 'could', 'be', 'used', 'to', 'build', 'parts', 'for', 'combat', 'aircraft', '.']","To make its point , it is challenging the Italian government to explain reports that Olivetti may have supplied the Soviet Union with sophisticated computer - driven devices that could be used to build parts for combat aircraft .",10,"(13, 37)"
['nw/wsj/23/wsj_2326'],"['To', 'make', 'its', 'point', ',', 'it', 'is', 'challenging', 'the', 'Italian', 'government', 'to', 'explain', 'reports', 'that', 'Olivetti', 'may', 'have', 'supplied', 'the', 'Soviet', 'Union', 'with', 'sophisticated', 'computer', '-', 'driven', 'devices', 'that', 'could', 'be', 'used', 'to', 'build', 'parts', 'for', 'combat', 'aircraft', '.']","To make its point , it is challenging the Italian government to explain reports that Olivetti may have supplied the Soviet Union with sophisticated computer - driven devices that could be used to build parts for combat aircraft .",12,"(15, 15)"
['nw/wsj/23/wsj_2326'],"['To', 'make', 'its', 'point', ',', 'it', 'is', 'challenging', 'the', 'Italian', 'government', 'to', 'explain', 'reports', 'that', 'Olivetti', 'may', 'have', 'supplied', 'the', 'Soviet', 'Union', 'with', 'sophisticated', 'computer', '-', 'driven', 'devices', 'that', 'could', 'be', 'used', 'to', 'build', 'parts', 'for', 'combat', 'aircraft', '.']","To make its point , it is challenging the Italian government to explain reports that Olivetti may have supplied the Soviet Union with sophisticated computer - driven devices that could be used to build parts for combat aircraft .",3,"(5, 5)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",2,"(6, 6)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",4,"(27, 28)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",6,"(31, 31)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",4,"(21, 21)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",6,"(23, 24)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",1,"(8, 13)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",6,"(0, 4)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",4,"(8, 18)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",5,"(15, 18)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'of', 'Santa', 'Barbara', 'filed', 'suit', 'against', 'former', 'stock', 'speculator', 'Ivan', 'F.', 'Boesky', 'and', 'Drexel', 'Burnham', 'Lambert', 'Inc.', ',', 'charging', 'they', 'defrauded', 'the', 'thrift', 'by', 'concealing', 'their', 'relationship', 'when', 'persuading', 'it', 'to', 'buy', '$', '284', 'million', 'in', 'high', '-', 'yield', ',', 'high', '-', 'risk', 'junk', 'bonds', '.']","Financial Corp. of Santa Barbara filed suit against former stock speculator Ivan F. Boesky and Drexel Burnham Lambert Inc. , charging they defrauded the thrift by concealing their relationship when persuading it to buy $ 284 million in high - yield , high - risk junk bonds .",2,"(5, 5)"
['nw/wsj/23/wsj_2328'],"['In', 'a', 'suit', 'filed', 'in', 'federal', 'court', 'Thursday', ',', 'the', 'S&L', 'alleged', 'that', 'a', '``', 'disproportionate', 'number', ""''"", 'of', 'the', 'bonds', 'it', 'purchased', 'in', '1984', 'declined', 'in', 'value', '.']","In a suit filed in federal court Thursday , the S&L alleged that a `` disproportionate number '' of the bonds it purchased in 1984 declined in value .",10,"(24, 24)"
['nw/wsj/23/wsj_2328'],"['In', 'a', 'suit', 'filed', 'in', 'federal', 'court', 'Thursday', ',', 'the', 'S&L', 'alleged', 'that', 'a', '``', 'disproportionate', 'number', ""''"", 'of', 'the', 'bonds', 'it', 'purchased', 'in', '1984', 'declined', 'in', 'value', '.']","In a suit filed in federal court Thursday , the S&L alleged that a `` disproportionate number '' of the bonds it purchased in 1984 declined in value .",2,"(1, 2)"
['nw/wsj/23/wsj_2328'],"['In', 'a', 'suit', 'filed', 'in', 'federal', 'court', 'Thursday', ',', 'the', 'S&L', 'alleged', 'that', 'a', '``', 'disproportionate', 'number', ""''"", 'of', 'the', 'bonds', 'it', 'purchased', 'in', '1984', 'declined', 'in', 'value', '.']","In a suit filed in federal court Thursday , the S&L alleged that a `` disproportionate number '' of the bonds it purchased in 1984 declined in value .",7,"(19, 24)"
['nw/wsj/23/wsj_2328'],"['In', 'a', 'suit', 'filed', 'in', 'federal', 'court', 'Thursday', ',', 'the', 'S&L', 'alleged', 'that', 'a', '``', 'disproportionate', 'number', ""''"", 'of', 'the', 'bonds', 'it', 'purchased', 'in', '1984', 'declined', 'in', 'value', '.']","In a suit filed in federal court Thursday , the S&L alleged that a `` disproportionate number '' of the bonds it purchased in 1984 declined in value .",6,"(9, 10)"
['nw/wsj/23/wsj_2328'],"['In', 'a', 'suit', 'filed', 'in', 'federal', 'court', 'Thursday', ',', 'the', 'S&L', 'alleged', 'that', 'a', '``', 'disproportionate', 'number', ""''"", 'of', 'the', 'bonds', 'it', 'purchased', 'in', '1984', 'declined', 'in', 'value', '.']","In a suit filed in federal court Thursday , the S&L alleged that a `` disproportionate number '' of the bonds it purchased in 1984 declined in value .",6,"(21, 21)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",6,"(28, 29)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",6,"(0, 1)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",9,"(23, 29)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",4,"(11, 14)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",1,"(11, 12)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",8,"(19, 20)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",7,"(3, 4)"
['nw/wsj/23/wsj_2328'],"['Financial', 'Corp.', 'purchased', 'the', 'bonds', ',', 'the', 'suit', 'alleged', ',', 'after', 'Mr.', 'Boesky', 'and', 'Drexel', 'negotiated', 'an', 'agreement', 'for', 'Vagabond', 'Hotels', 'to', 'purchase', 'a', '51', '%', 'stake', 'in', 'the', 'thrift', 'for', 'about', '$', '34', 'million', '.']","Financial Corp. purchased the bonds , the suit alleged , after Mr. Boesky and Drexel negotiated an agreement for Vagabond Hotels to purchase a 51 % stake in the thrift for about $ 34 million .",2,"(6, 7)"
['nw/wsj/23/wsj_2328'],"['Vagabond', 'Hotels', 'was', 'controlled', 'by', 'Mr.', 'Boesky', ',', 'who', 'currently', 'is', 'serving', 'a', 'prison', 'term', 'for', 'securities', 'violations', '.']","Vagabond Hotels was controlled by Mr. Boesky , who currently is serving a prison term for securities violations .",8,"(0, 1)"
['nw/wsj/23/wsj_2328'],"['Vagabond', 'Hotels', 'was', 'controlled', 'by', 'Mr.', 'Boesky', ',', 'who', 'currently', 'is', 'serving', 'a', 'prison', 'term', 'for', 'securities', 'violations', '.']","Vagabond Hotels was controlled by Mr. Boesky , who currently is serving a prison term for securities violations .",1,"(5, 17)"
['nw/wsj/23/wsj_2328'],"['Vagabond', 'Hotels', 'was', 'controlled', 'by', 'Mr.', 'Boesky', ',', 'who', 'currently', 'is', 'serving', 'a', 'prison', 'term', 'for', 'securities', 'violations', '.']","Vagabond Hotels was controlled by Mr. Boesky , who currently is serving a prison term for securities violations .",1,"(8, 8)"
['nw/wsj/23/wsj_2328'],"['Officials', 'at', 'Drexel', 'said', 'they', 'had', ""n't"", 'seen', 'the', 'suit', 'and', 'thus', 'could', ""n't"", 'comment', '.']",Officials at Drexel said they had n't seen the suit and thus could n't comment .,2,"(8, 9)"
['nw/wsj/23/wsj_2328'],"['Officials', 'at', 'Drexel', 'said', 'they', 'had', ""n't"", 'seen', 'the', 'suit', 'and', 'thus', 'could', ""n't"", 'comment', '.']",Officials at Drexel said they had n't seen the suit and thus could n't comment .,5,"(2, 2)"
['nw/wsj/23/wsj_2328'],"['Officials', 'at', 'Drexel', 'said', 'they', 'had', ""n't"", 'seen', 'the', 'suit', 'and', 'thus', 'could', ""n't"", 'comment', '.']",Officials at Drexel said they had n't seen the suit and thus could n't comment .,11,"(4, 4)"
['nw/wsj/23/wsj_2328'],"['Officials', 'at', 'Drexel', 'said', 'they', 'had', ""n't"", 'seen', 'the', 'suit', 'and', 'thus', 'could', ""n't"", 'comment', '.']",Officials at Drexel said they had n't seen the suit and thus could n't comment .,11,"(0, 2)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,4,"(8, 43)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,2,"(5, 6)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,7,"(41, 43)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,0,"(20, 20)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,3,"(33, 33)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,3,"(26, 26)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,3,"(0, 3)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,0,"(14, 17)"
['nw/wsj/23/wsj_2329'],"['Ideal', 'Basic', 'Industries', 'Inc.', 'said', 'its', 'directors', 'reached', 'an', 'agreement', 'in', 'principle', 'calling', 'for', 'HOFI', 'North', 'America', 'Inc.', 'to', 'combine', 'its', 'North', 'American', 'cement', 'holdings', 'with', 'Ideal', 'in', 'a', 'transaction', 'that', 'will', 'leave', 'Ideal', ""'s"", 'minority', 'shareholders', 'with', '12.8', '%', 'of', 'the', 'combined', 'company', '.']",Ideal Basic Industries Inc. said its directors reached an agreement in principle calling for HOFI North America Inc. to combine its North American cement holdings with Ideal in a transaction that will leave Ideal 's minority shareholders with 12.8 % of the combined company .,3,"(5, 5)"
['nw/wsj/23/wsj_2329'],"['HOFI', ',', 'the', 'North', 'American', 'holding', 'company', 'of', 'Swiss', 'concern', 'Holderbank', 'Financiere', 'Glaris', 'Ltd.', ',', 'previously', 'proposed', 'combining', 'its', '100', '%', 'stake', 'in', 'St.', 'Lawrence', 'Cement', 'Inc.', 'and', 'its', '60', '%', 'stake', 'in', 'Dundee', 'Cement', 'Co.', 'with', 'its', '67', '%', 'stake', 'in', 'Ideal', '.']","HOFI , the North American holding company of Swiss concern Holderbank Financiere Glaris Ltd. , previously proposed combining its 100 % stake in St. Lawrence Cement Inc. and its 60 % stake in Dundee Cement Co. with its 67 % stake in Ideal .",0,"(28, 28)"
['nw/wsj/23/wsj_2329'],"['HOFI', ',', 'the', 'North', 'American', 'holding', 'company', 'of', 'Swiss', 'concern', 'Holderbank', 'Financiere', 'Glaris', 'Ltd.', ',', 'previously', 'proposed', 'combining', 'its', '100', '%', 'stake', 'in', 'St.', 'Lawrence', 'Cement', 'Inc.', 'and', 'its', '60', '%', 'stake', 'in', 'Dundee', 'Cement', 'Co.', 'with', 'its', '67', '%', 'stake', 'in', 'Ideal', '.']","HOFI , the North American holding company of Swiss concern Holderbank Financiere Glaris Ltd. , previously proposed combining its 100 % stake in St. Lawrence Cement Inc. and its 60 % stake in Dundee Cement Co. with its 67 % stake in Ideal .",0,"(0, 14)"
['nw/wsj/23/wsj_2329'],"['HOFI', ',', 'the', 'North', 'American', 'holding', 'company', 'of', 'Swiss', 'concern', 'Holderbank', 'Financiere', 'Glaris', 'Ltd.', ',', 'previously', 'proposed', 'combining', 'its', '100', '%', 'stake', 'in', 'St.', 'Lawrence', 'Cement', 'Inc.', 'and', 'its', '60', '%', 'stake', 'in', 'Dundee', 'Cement', 'Co.', 'with', 'its', '67', '%', 'stake', 'in', 'Ideal', '.']","HOFI , the North American holding company of Swiss concern Holderbank Financiere Glaris Ltd. , previously proposed combining its 100 % stake in St. Lawrence Cement Inc. and its 60 % stake in Dundee Cement Co. with its 67 % stake in Ideal .",3,"(42, 42)"
['nw/wsj/23/wsj_2329'],"['HOFI', ',', 'the', 'North', 'American', 'holding', 'company', 'of', 'Swiss', 'concern', 'Holderbank', 'Financiere', 'Glaris', 'Ltd.', ',', 'previously', 'proposed', 'combining', 'its', '100', '%', 'stake', 'in', 'St.', 'Lawrence', 'Cement', 'Inc.', 'and', 'its', '60', '%', 'stake', 'in', 'Dundee', 'Cement', 'Co.', 'with', 'its', '67', '%', 'stake', 'in', 'Ideal', '.']","HOFI , the North American holding company of Swiss concern Holderbank Financiere Glaris Ltd. , previously proposed combining its 100 % stake in St. Lawrence Cement Inc. and its 60 % stake in Dundee Cement Co. with its 67 % stake in Ideal .",0,"(18, 18)"
['nw/wsj/23/wsj_2329'],"['HOFI', ',', 'the', 'North', 'American', 'holding', 'company', 'of', 'Swiss', 'concern', 'Holderbank', 'Financiere', 'Glaris', 'Ltd.', ',', 'previously', 'proposed', 'combining', 'its', '100', '%', 'stake', 'in', 'St.', 'Lawrence', 'Cement', 'Inc.', 'and', 'its', '60', '%', 'stake', 'in', 'Dundee', 'Cement', 'Co.', 'with', 'its', '67', '%', 'stake', 'in', 'Ideal', '.']","HOFI , the North American holding company of Swiss concern Holderbank Financiere Glaris Ltd. , previously proposed combining its 100 % stake in St. Lawrence Cement Inc. and its 60 % stake in Dundee Cement Co. with its 67 % stake in Ideal .",5,"(16, 16)"
['nw/wsj/23/wsj_2329'],"['But', 'HOFI', ""'s"", 'first', 'offer', 'would', 'have', 'given', 'Ideal', ""'s"", 'other', 'shareholders', 'about', '10', '%', 'of', 'the', 'combined', 'company', '.']",But HOFI 's first offer would have given Ideal 's other shareholders about 10 % of the combined company .,7,"(16, 18)"
